Domain,Area,Year,Unit,Value,Flag Description
Fertilizers by Product,Uganda,2010,t,103.0,Imputed value
Fertilizers by Product,Uganda,2011,t,1539.0,Imputed value
Fertilizers by Product,Uganda,2002,t,149.0,Imputed value
Fertilizers by Product,Uganda,2003,t,122.0,Imputed value
Fertilizers by Product,Uganda,2005,t,44.0,Imputed value
Fertilizers by Product,Uganda,2006,t,81.0,Imputed value
Fertilizers by Product,Uganda,2008,t,466.0,Imputed value
Fertilizers by Product,Uganda,2009,t,78.0,Imputed value
Fertilizers by Product,Uganda,2010,t,69.0,Imputed value
Fertilizers by Product,Uganda,2011,t,370.0,Imputed value
Fertilizers by Product,Uganda,2002,t,30.0,Imputed value
Fertilizers by Product,Uganda,2004,t,42.0,Imputed value
Fertilizers by Product,Uganda,2005,t,10.0,Imputed value
Fertilizers by Product,Uganda,2009,t,248.0,Imputed value
Fertilizers by Product,Uganda,2010,t,536.0,Imputed value
Fertilizers by Product,Uganda,2011,t,410.0,Imputed value
Fertilizers by Product,Uganda,2003,t,13.0,Imputed value
Fertilizers by Product,Uganda,2005,t,1.0,Imputed value
Fertilizers by Product,Uganda,2009,t,8.0,Imputed value
Fertilizers by Product,Uganda,2010,t,27.0,Imputed value
Fertilizers by Product,Uganda,2011,t,365.0,Imputed value
Fertilizers by Product,Uganda,2002,t,33.0,Imputed value
Fertilizers by Product,Uganda,2004,t,26.0,Imputed value
Fertilizers by Product,Uganda,2005,t,5.0,Imputed value
Fertilizers by Product,Uganda,2006,t,91.0,Imputed value
Fertilizers by Product,Uganda,2009,t,3.0,Imputed value
Fertilizers by Product,Uganda,2010,t,57.0,Imputed value
Fertilizers by Product,Uganda,2011,t,23.0,Imputed value
Fertilizers by Product,Uganda,2006,t,32.0,Imputed value
Fertilizers by Product,Uganda,2007,t,272.0,Imputed value
Fertilizers by Product,Uganda,2008,t,5390.0,Imputed value
Fertilizers by Product,Uganda,2009,t,1481.0,Imputed value
Fertilizers by Product,Uganda,2010,t,358.0,Imputed value
Fertilizers by Product,Uganda,2011,t,566.0,Imputed value
Fertilizers by Product,Uganda,2002,t,3998.0,Imputed value
Fertilizers by Product,Uganda,2003,t,4337.0,Imputed value
Fertilizers by Product,Uganda,2004,t,4361.0,Imputed value
Fertilizers by Product,Uganda,2005,t,2089.0,Imputed value
Fertilizers by Product,Uganda,2006,t,5533.0,Imputed value
Fertilizers by Product,Uganda,2009,t,7958.0,Imputed value
Fertilizers by Product,Uganda,2010,t,6478.0,Imputed value
Fertilizers by Product,Uganda,2011,t,10743.0,Imputed value
Fertilizers by Product,Uganda,2007,t,5.0,Imputed value
Fertilizers by Product,Uganda,2011,t,58.0,Imputed value
Fertilizers by Product,Ukraine,2018,t,109576.0,Official figure
Fertilizers by Product,Ukraine,2019,t,123956.0,Official figure
Fertilizers by Product,Ukraine,2020,t,175894.0,Official figure
Fertilizers by Product,Ukraine,2021,t,219672.0,Official figure
Fertilizers by Product,Ukraine,2002,t,1075450.0,Imputed value
Fertilizers by Product,Ukraine,2003,t,680378.0,Imputed value
Fertilizers by Product,Ukraine,2004,t,859481.0,Imputed value
Fertilizers by Product,Ukraine,2008,t,1707182.3,Imputed value
Fertilizers by Product,Ukraine,2009,t,1619911.0,Imputed value
Fertilizers by Product,Ukraine,2010,t,1585285.0,Imputed value
